Grid ID,Latitude,Longitude,Area Sq Km,Road Density,Waterhole Count 10km,Distance to Water km,Distance to Gate km,Patrol Proxy,Response Time Min,Vegetation Proxy,Normalized Road Density,Normalized Waterhole Count 10km,Normalized Distance to Gate km,Normalized Response Time Min,DVI,pos_y,pos_x,Staff,Drones,Cameras,Is_Covered
86ac800d7ffffff,-19.04859284,15.77440531,39.68,402.9811,0,135.425,33.43,0.0295,2.33,0.0001,0.380978883,0.0,0.181464174,0.159851301,0.1687719285519969,-2114.3938052400003,1656.31255755,0.0,0.0,0.0,1.0
86ac81037ffffff,-19.11249231,14.67681962,39.15,219.8606,0,25.024,129.77,0.0077,4.91,0.1886,0.207773687,0.0,0.758626887,0.351672862,0.0944240506462534,-2121.48664641,1541.0660601,0.0,0.0,0.0,1.0
86ac82d5fffffff,-18.57977189,16.78797777,40.24,226.8,0,253.129,125.84,0.0079,4.74,0.0,0.214337344,0.0,0.735082674,0.339033457,0.0405004136756986,-2062.35467979,1762.7376658500002,0.0,0.0,0.0,1.0
86ac82c37ffffff,-18.53742204,16.95133259,40.33,107.1819,0,270.988,142.09,0.007,7.47,0.0,0.101196127,0.0,0.832434699,0.542007435,0.0268002760197972,-2057.65384644,1779.88992195,0.0,0.0,0.0,1.0
86ac80d87ffffff,-19.44520004,16.3654621,39.88,257.1403,0,192.458,51.54,0.0192,2.3,0.0,0.243034828,0.0,0.289959262,0.157620818,0.0938949258364598,-2158.4172044399998,1718.3735204999998,0.0,0.0,0.0,1.0
86ac86aefffffff,-19.49980234,16.48197818,39.92,117.4023,0,204.958,64.94,0.0153,7.71,0.0,0.110863129,0.0,0.370237239,0.559851301,0.1618388046265177,-2164.47805974,1730.6077088999998,0.0,0.0,0.0,1.0
86ac810dfffffff,-18.87341268,14.54750155,39.14,160.9229,0,29.406,149.98,0.0066,3.97,0.1408,0.152027248,0.0,0.879702852,0.281784387,0.1897484284955537,-2094.94880748,1527.48766275,0.0,0.0,0.0,1.0
86ac81c1fffffff,-19.21674835,15.01547067,39.29,245.6891,0,53.681,92.75,0.0107,2.69,0.0279,0.232203669,0.0,0.536843997,0.1866171,0.1412067201900153,-2133.05906685,1576.6244203499998,0.0,0.0,0.0,1.0
86ac817a7ffffff,-18.73842925,14.75570002,39.26,105.0181,0,55.487,136.13,0.0073,5.55,0.0247,0.099149488,0.0,0.796728972,0.399256506,0.2960663233603509,-2079.96564675,1549.3485021000001,0.0,0.0,0.0,1.0
86ac82c2fffffff,-18.54507041,16.84051247,40.27,108.9405,0,259.582,132.54,0.0075,5.35,0.0,0.102859505,0.0,0.775221663,0.384386617,0.0335300002816133,-2058.50281551,1768.25380935,0.0,0.0,0.0,1.0
86ac8020fffffff,-19.01356844,15.32904901,39.48,172.9163,0,92.046,68.59,0.0145,6.77,0.0022,0.163371249,0.0,0.392104002,0.489962825,0.1584682367247563,-2110.50609684,1609.55014605,0.0,0.0,0.0,1.0
86ac811a7ffffff,-19.16771658,14.79126195,39.2,148.9142,0,32.959,116.86,0.0085,3.2,0.1111,0.140668775,0.0,0.681284448,0.224535316,0.2149649382923839,-2127.61654038,1553.08250475,0.0,0.0,0.0,1.0
86ac812b7ffffff,-18.79055487,14.37655363,39.07,27.5992,0,31.35,170.06,0.0059,3.74,0.1237,0.025922538,0.0,1.0,0.264684015,0.1914489477457345,-2085.75159057,1509.53813115,0.0,0.0,0.0,1.0
86ac8036fffffff,-19.20421019,15.23494965,39.4,168.8006,0,76.153,70.23,0.0141,5.19,0.0062,0.1594784,0.0,0.401929068,0.372490706,0.2286102326420954,-2131.66733109,1599.66971325,0.0,0.0,0.0,1.0
86ac81027ffffff,-19.14613293,14.62469654,39.12,222.8382,0,18.427,134.53,0.0074,2.44,0.2927,0.210590061,0.0,0.787143542,0.16802974,0.1587941038919182,-2125.22075523,1535.5931367,0.0,0.0,0.0,1.0
86ac8622fffffff,-19.2190431,16.5121343,39.99,93.7684,0,208.611,66.53,0.0149,6.14,0.0,0.088508918,0.0,0.379762761,0.443122677,0.1574350793387295,-2133.3137841000002,1733.7741015,4.0,0.0,0.0,1.0
86ac862cfffffff,-19.00684386,16.43711133,40.0,361.4129,0,204.291,67.75,0.0147,1.72,0.0,0.341661449,0.0,0.387071651,0.114498141,0.0611820564323315,-2109.75966846,1725.89668965,0.0,0.0,0.0,1.0
86ac80557ffffff,-19.08962899,16.11087802,39.83,256.0663,0,168.817,35.31,0.0279,2.5,0.0,0.242018981,0.0,0.192727055,0.172490706,0.150541791242654,-2118.94881789,1691.6421921,0.0,0.0,0.0,1.0
86ac800dfffffff,-19.02119872,15.71662966,39.66,550.819,0,130.483,38.73,0.0255,0.53,0.0002,0.520811902,0.0,0.213215912,0.026022305,0.1215290302399974,-2111.35305792,1650.2461143,0.0,0.0,0.0,1.0
86ac8179fffffff,-18.6156898,14.74556584,39.28,119.4304,0,64.691,144.09,0.0069,4.94,0.0134,0.112781415,0.0,0.844416487,0.353903346,0.2473618561988389,-2066.3415677999997,1548.2844132,0.0,0.0,0.0,1.0
86ac8601fffffff,-19.31336902,16.96773437,40.18,139.9706,0,255.776,113.26,0.0088,3.75,0.0,0.132209438,0.0,0.65971723,0.265427509,0.0329215904638886,-2143.78396122,1781.61210885,0.0,0.0,0.0,1.0
86ac8011fffffff,-19.32201622,15.85388703,39.67,32.6986,0,138.792,3.89,0.2275,5.29,0.0001,0.030745825,0.0,0.00449317,0.379925651,0.3519346909053247,-2144.74380042,1664.65813815,0.0,0.0,0.0,1.0
86ac83b2fffffff,-18.60292763,14.96400834,39.38,360.7389,0,81.919,126.39,0.0079,2.96,0.0042,0.341023943,0.0,0.738377666,0.20669145,0.0848292665094702,-2064.92496693,1571.2208756999999,0.0,0.0,0.0,1.0
86ac81c0fffffff,-19.25049705,14.96322978,39.26,113.9034,0,47.287,97.77,0.0102,7.44,0.0427,0.107553682,0.0,0.566918284,0.539776952,0.3933966514996004,-2136.80517255,1571.1391269,4.0,3.0,0.0,1.0
86ac82aa7ffffff,-18.49331871,16.22414089,40.0,171.6445,0,201.012,99.05,0.01,7.5,0.0,0.162168313,0.0,0.574586628,0.544237918,0.071657712396815,-2052.75837681,1703.53479345,0.0,0.0,0.0,1.0
86ac83977ffffff,-18.76773963,15.30805912,39.52,197.4557,0,101.422,87.3,0.0114,5.13,0.0012,0.186581931,0.0,0.504193626,0.36802974,0.2916477760178123,-2083.21909893,1607.3462075999998,0.0,0.0,0.0,1.0
86ac80357ffffff,-19.13642287,15.33956214,39.46,176.7381,0,88.815,61.69,0.0161,3.28,0.0027,0.166986113,0.0,0.350766834,0.230483271,0.2053750453668064,-2124.14293857,1610.6540247,0.0,0.0,0.0,1.0
86ac83907ffffff,-18.76112164,15.41778456,39.57,70.5058,0,111.736,80.2,0.0124,5.07,0.0006,0.066505903,0.0,0.461658279,0.363568773,0.3042389694515632,-2082.48450204,1618.8673787999999,0.0,0.0,0.0,1.0
86ac86647ffffff,-18.92326735,16.76387566,40.17,148.5337,0,239.88,102.36,0.0097,4.54,0.0,0.140308878,0.0,0.594416487,0.324163569,0.0503259981000607,-2100.48267585,1760.2069443,0.0,0.0,0.0,1.0
86ac80647ffffff,-18.78183116,15.58520021,39.65,175.4792,0,126.435,68.62,0.0145,5.09,0.0002,0.165795378,0.0,0.392283729,0.365055762,0.1457418853113136,-2084.78325876,1636.44602205,0.0,0.0,0.0,1.0
86ac8602fffffff,-19.4095739,16.92074973,40.14,0.1927,0,250.687,108.63,0.0092,5.72,0.0,0.0,0.0,0.631979391,0.411895911,0.06485895833525,-2154.4627029000003,1776.6787216500002,0.0,0.0,0.0,1.0
86ac83b0fffffff,-18.5414934,14.95887842,39.39,135.0432,0,86.014,131.24,0.0076,0.53,0.0032,0.127548839,0.0,0.767433501,0.026022305,0.060704634954566,-2058.1057674,1570.6822341,0.0,0.0,0.0,1.0
86ac83da7ffffff,-18.45313868,15.88823341,39.85,33.3131,0,171.791,97.03,0.0103,4.0,0.0,0.031327052,0.0,0.562485023,0.28401487,0.1438210982832646,-2048.29839348,1668.26450805,0.0,0.0,0.0,1.0
86ac81cd7ffffff,-19.09406343,15.00515441,39.31,44.2751,0,56.866,96.61,0.0103,6.98,0.0226,0.041695499,0.0,0.559968847,0.505576208,0.4082608430168011,-2119.4410407299997,1575.54121305,4.0,3.0,0.0,1.0
86ac8104fffffff,-19.03553909,14.39639189,39.03,186.0016,1,5.432,160.38,0.0062,4.25,0.6962,0.175748028,0.5,0.942008148,0.30260223,0.1162885635192043,-2112.94483899,1511.62114845,0.0,0.0,0.0,1.0
86ac8392fffffff,-18.79518263,15.36554036,39.54,220.3678,0,105.091,80.92,0.0123,5.35,0.0009,0.208253424,0.0,0.465971723,0.384386617,0.1306563295162077,-2086.26527193,1613.3817378,0.0,0.0,0.0,1.0
86ac80077ffffff,-19.23975445,15.68033805,39.6,82.0919,0,121.428,24.19,0.0405,5.82,0.0003,0.077464658,0.0,0.126108315,0.419330855,0.3600181809533559,-2135.61274395,1646.43549525,0.0,0.0,0.0,1.0
86ac82c77ffffff,-18.51796194,16.78228648,40.25,556.4969,0,254.703,130.03,0.0077,1.62,0.0,0.526182364,0.0,0.76018452,0.107063197,0.0118806641253502,-2055.49377534,1762.1400804,4.0,0.0,0.0,1.0
86ac80547ffffff,-19.12387227,16.05838579,39.8,426.6784,0,162.687,28.87,0.034,1.67,0.0,0.403393061,0.0,0.154145699,0.110780669,0.1394162753322579,-2122.74982197,1686.1305079499998,0.0,0.0,0.0,1.0
86ac83d0fffffff,-18.49447875,15.72600309,39.76,175.5649,0,154.854,94.06,0.0106,5.79,0.0,0.165876437,0.0,0.544692068,0.417100372,0.1087732691468184,-2052.88714125,1651.2303244500001,0.0,0.0,0.0,1.0
86ac8150fffffff,-18.97133778,14.99485008,39.33,215.6025,0,61.522,102.16,0.0097,4.32,0.0165,0.203746148,0.0,0.593218308,0.307806691,0.1434212711159546,-2105.81849358,1574.4592584000002,0.0,0.0,0.0,1.0
86ac8008fffffff,-19.07597848,15.83222008,39.71,468.14,0,140.524,28.76,0.0342,1.28,0.0001,0.442609667,0.0,0.1534867,0.081784387,0.1490369699028487,-2117.43361128,1662.3831084,0.0,0.0,0.0,1.0
86ac8678fffffff,-18.93541254,17.04427481,40.3,289.9314,0,268.535,129.04,0.0077,0.31,0.0,0.27405041,0.0,0.754253535,0.009665428,0.0059291656423019,-2101.8307919400004,1789.64885505,0.0,0.0,0.0,1.0
86ac8078fffffff,-18.79554224,15.86296798,39.77,467.3782,0,153.017,59.21,0.0167,0.67,0.0,0.441889116,0.0,0.335909418,0.036431227,0.0832573274159855,-2086.30518864,1665.6116379,0.0,0.0,0.0,1.0
86ac8118fffffff,-19.07881878,14.72894971,39.19,278.7131,0,31.637,125.18,0.008,0.79,0.1213,0.26343954,0.0,0.731128684,0.04535316,0.0669767341586884,-2117.74888458,1546.53971955,0.0,0.0,0.0,1.0
86ac82b4fffffff,-18.66535585,15.96227049,39.84,165.325,0,168.014,73.94,0.0134,2.23,0.0,0.156190991,0.0,0.424155284,0.152416357,0.1199520615479422,-2071.85449935,1676.03840145,0.0,0.0,0.0,1.0
86ac80527ffffff,-19.20585086,16.23247357,39.87,268.9464,0,179.502,38.53,0.0256,5.18,0.0,0.254201671,0.0,0.212017733,0.371747212,0.1267764839218732,-2131.84944546,1704.40972485,0.0,0.0,0.0,1.0
86ac80007ffffff,-19.23311747,15.79059528,39.66,147.5733,0,133.016,14.97,0.0646,6.27,0.0001,0.13940048,0.0,0.070872274,0.452788104,0.3013268875161702,-2134.87603917,1658.0125044,0.0,0.0,0.0,1.0
86ac810f7ffffff,-18.96231205,14.60959424,39.15,233.1745,0,28.65,140.66,0.0071,1.99,0.1481,0.220366689,0.0,0.823867721,0.134572491,0.1291447230788413,-2104.81663755,1534.0073952,0.0,0.0,0.0,1.0
86ac81d9fffffff,-19.23805477,15.18265255,39.37,175.6775,0,69.918,75.02,0.0132,3.1,0.0095,0.165982941,0.0,0.430625449,0.217100372,0.2462388917841961,-2135.4240794700004,1594.17851775,0.0,0.0,0.0,1.0
86ac8380fffffff,-18.58326753,15.29234844,39.54,107.864,0,111.867,103.86,0.0096,4.79,0.0006,0.101841293,0.0,0.603402828,0.342750929,0.2529740846101095,-2062.7426958300002,1605.6965862,0.0,0.0,0.0,1.0
86ac81107ffffff,-19.23502484,14.68693321,39.14,284.8363,0,20.682,126.85,0.0079,0.18,0.2519,0.269231191,0.0,0.741133477,0.0,0.063477739707186,-2135.08775724,1542.12798705,0.0,0.0,0.0,1.0
86ac862afffffff,-19.08853669,16.6117243,40.07,81.2658,0,220.761,80.45,0.0124,7.46,0.0,0.076683288,0.0,0.463156003,0.541263941,0.1274230865611892,-2118.8275725900003,1744.2310515,0.0,0.0,0.0,1.0
86ac8395fffffff,-18.67881539,15.24539605,39.5,169.0112,0,101.759,98.97,0.0101,2.14,0.0011,0.159677596,0.0,0.574107357,0.145724907,0.1397189891881208,-2073.34850829,1600.76658525,0.0,0.0,0.0,1.0
86ac863a7ffffff,-19.26631336,16.73970577,40.09,176.1699,0,232.079,89.57,0.0111,0.68,0.0,0.166448679,0.0,0.517792955,0.037174721,0.0324416552887916,-2138.5607829600003,1757.66910585,0.0,0.0,0.0,1.0
86ac8114fffffff,-19.18564732,14.46337947,39.04,366.5548,1,8.109,150.77,0.0066,5.04,0.5824,0.346524934,0.5,0.884435658,0.36133829,0.0589941216794804,-2129.6068525200003,1518.6548443499998,0.0,0.0,0.0,1.0
86ac860c7ffffff,-19.22449834,16.90350157,40.17,168.1035,0,249.575,107.16,0.0093,4.19,0.0,0.158819045,0.0,0.623172777,0.298141264,0.0439961692024725,-2133.91931574,1774.86766485,0.0,0.0,0.0,1.0
86ac8064fffffff,-18.75443376,15.5275977,39.62,197.272,0,122.289,74.23,0.0134,4.58,0.0003,0.186408177,0.0,0.425892643,0.327137546,0.2224712477563598,-2081.74214736,1630.3977585,0.0,0.0,0.0,1.0
86ac80cc7ffffff,-19.27433272,16.12738281,39.8,147.3087,0,167.8,25.69,0.0382,5.69,0.0,0.139150207,0.0,0.135094656,0.409665428,0.207906362809917,-2139.45093192,1693.37519505,0.0,0.0,0.0,1.0
86ac86357ffffff,-19.28067451,16.51775965,39.98,145.7506,0,208.697,66.19,0.015,6.47,0.0,0.137676473,0.0,0.377725857,0.467657993,0.1139561578827698,-2140.15487061,1734.36476325,0.0,0.0,0.0,1.0
86ac8212fffffff,-18.50583279,16.50291955,40.13,179.7378,0,227.501,111.74,0.0089,0.84,0.0,0.16982339,0.0,0.650611071,0.049070632,0.0298050750340432,-2054.14743969,1732.8065527500003,0.0,0.0,0.0,1.0
86ac80da7ffffff,-19.50675852,16.37104771,39.87,104.2085,0,193.388,54.17,0.0183,2.15,0.0,0.098383725,0.0,0.305715313,0.146468401,0.0996413399777548,-2165.25019572,1718.96000955,0.0,0.0,0.0,1.0
86ac81057ffffff,-19.02960217,14.50546187,39.09,232.5254,0,15.681,149.32,0.0067,4.18,0.3516,0.219752735,0.0,0.875748862,0.29739777,0.2248275841185669,-2112.28584087,1523.07349635,0.0,0.0,0.0,1.0
86ac80067ffffff,-19.27377301,15.62791738,39.57,155.6854,0,115.517,28.23,0.0348,3.35,0.0005,0.14707334,0.0,0.150311526,0.235687732,0.2441621991513047,-2139.38880411,1640.9313249,0.0,0.0,0.0,1.0
86ac862b7ffffff,-19.0812534,16.72263545,40.12,252.496,0,232.422,91.77,0.0108,5.43,0.0,0.238642,0.0,0.530972921,0.390334572,0.0790888732559974,-2118.0191274000003,1755.8767222499998,0.0,0.0,0.0,1.0
86ac86257ffffff,-19.13014854,16.44830866,39.98,167.9845,0,203.079,62.72,0.0158,5.18,0.0,0.158706488,0.0,0.356937455,0.371747212,0.0909294345195565,-2123.44648794,1727.0724093,0.0,0.0,0.0,1.0
86ac81417ffffff,-18.81468562,15.03671264,39.38,171.0524,0,75.224,106.35,0.0094,1.43,0.0066,0.161608273,0.0,0.618320153,0.092936803,0.1255394314777536,-2088.4301038199997,1578.8548271999998,0.0,0.0,0.0,1.0
86ac805afffffff,-19.04833553,16.27392706,39.92,513.5439,0,186.539,51.0,0.0194,1.67,0.0,0.485555112,0.0,0.286724179,0.110780669,0.0818457173409579,-2114.36524383,1708.7623413,0.0,0.0,0.0,1.0
86ac86317ffffff,-19.30075921,16.68702863,40.06,149.3878,0,226.351,83.81,0.0119,6.3,0.0,0.141116732,0.0,0.483285406,0.455018587,0.0771971206222459,-2142.3842723099997,1752.1380061500001,0.0,0.0,0.0,1.0
86ac81bb7ffffff,-19.3692442,14.47836046,39.01,287.1286,1,5.91,148.33,0.0067,3.26,0.6744,0.271399372,0.5,0.869817877,0.228996283,0.1256160686415001,-2149.9861062,1520.2278483,0.0,0.0,0.0,1.0
86ac8629fffffff,-18.99235457,16.65867126,40.11,611.2422,0,227.467,89.06,0.0112,1.3,0.0,0.577963407,0.0,0.514737599,0.083271375,0.0329700823415438,-2108.15135727,1749.1604822999998,0.0,0.0,0.0,1.0
86ac8074fffffff,-18.90487722,15.59586103,39.63,123.2594,0,122.468,56.3,0.0176,5.31,0.0003,0.116403089,0.0,0.318475917,0.381412639,0.233577514314558,-2098.44137142,1637.56540815,0.0,0.0,0.0,1.0
86ac81cdfffffff,-19.06650749,14.9478061,39.29,130.5217,0,52.306,103.25,0.0096,5.68,0.0306,0.123272162,0.0,0.599748382,0.408921933,0.3054712236607865,-2116.3823313899998,1569.5196405,0.0,0.0,0.0,1.0
86ac863b7ffffff,-19.23183554,16.79238657,40.12,248.6727,0,237.863,95.46,0.0104,5.6,0.0,0.235025718,0.0,0.553079319,0.402973978,0.0724479452662078,-2134.7337449399997,1763.2005898500001,0.0,0.0,0.0,1.0
86ac86097ffffff,-19.20960515,17.12596573,40.28,189.4299,0,273.029,130.6,0.0076,3.91,0.0,0.178990698,0.0,0.763599329,0.27732342,0.0078830780427669,-2132.26617165,1798.22640165,4.0,0.0,0.0,1.0
86ac83957ffffff,-18.70625827,15.3028192,39.53,114.1828,0,104.751,92.64,0.0107,6.75,0.0009,0.107817953,0.0,0.536184999,0.488475836,0.2925219847911486,-2076.39466797,1606.796016,0.0,0.0,0.0,1.0
86ac82977ffffff,-18.91072577,16.4840561,40.04,35.5758,0,211.535,77.84,0.0128,5.16,0.0,0.033467235,0.0,0.44751977,0.370260223,0.1060896563521779,-2099.09056047,1730.8258905,0.0,0.0,0.0,1.0
86ac814e7ffffff,-18.75965799,14.92215928,39.34,177.8157,0,68.293,119.81,0.0083,4.11,0.0105,0.168005365,0.0,0.698957584,0.292193309,0.0948280315674869,-2082.32203689,1566.8267244,0.0,0.0,0.0,1.0
86ac8024fffffff,-18.9925148,15.16182317,39.41,330.903,0,76.239,85.19,0.0117,2.38,0.0062,0.312803548,0.0,0.49155284,0.163568773,0.1588895900815194,-2108.1691428,1591.99143285,0.0,0.0,0.0,1.0
86ac80017ffffff,-19.19901864,15.8430473,39.69,246.3441,0,138.991,15.31,0.0632,5.93,0.0001,0.232823203,0.0,0.072909178,0.427509294,0.294525797840718,-2131.0910690399996,1663.5199665,0.0,0.0,0.0,1.0
86ac81717ffffff,-18.77222386,14.70363989,39.23,187.3676,0,48.915,139.25,0.0072,6.28,0.0383,0.177040064,0.0,0.815420561,0.453531599,0.1302462533718767,-2083.71684846,1543.88218845,0.0,0.0,0.0,1.0
86ac83d07ffffff,-18.52180103,15.78365178,39.79,129.4832,0,158.412,90.13,0.011,4.88,0.0,0.122289893,0.0,0.521147855,0.349442379,0.164265574210593,-2055.9199143299998,1657.2834369,4.0,0.0,0.0,1.0
86ac8140fffffff,-18.82104726,14.92728273,39.33,165.5072,0,65.578,115.89,0.0086,3.32,0.0126,0.156363325,0.0,0.675473281,0.233457249,0.1491675204353978,-2089.13624586,1567.36468665,4.0,0.0,0.0,1.0
86ac86687ffffff,-18.81181396,17.03272049,40.31,358.7655,0,270.278,133.23,0.0075,1.98,0.0,0.339157396,0.0,0.77935538,0.133828996,0.0097342582682422,-2088.11134956,1788.4356514499998,0.0,0.0,0.0,1.0
86ac818c7ffffff,-19.36341531,14.58766281,39.06,315.5531,1,5.901,136.84,0.0073,6.11,0.6747,0.298284789,0.5,0.800982507,0.440892193,0.1051391166155057,-2149.33909941,1531.7045950499999,0.0,0.0,0.0,1.0
86ac82a67ffffff,-18.60372082,15.95683113,39.85,175.6232,0,170.28,80.68,0.0123,5.05,0.0,0.165931581,0.0,0.464533908,0.362081784,0.1284018838558831,-2065.01301102,1675.46726865,0.0,0.0,0.0,1.0
86ac8056fffffff,-19.15808337,16.00589835,39.77,295.0073,0,156.607,22.59,0.0433,0.88,0.0,0.278851469,0.0,0.116522885,0.05204461,0.1230968598688472,-2126.54725407,1680.6193267499998,0.0,0.0,0.0,1.0
86ac8178fffffff,-18.64951927,14.69353641,39.25,182.0922,0,58.382,146.73,0.0068,6.38,0.0204,0.172050308,0.0,0.860232447,0.460966543,0.0655858741199312,-2070.0966389699997,1542.82132305,0.0,0.0,0.0,1.0
86ac8026fffffff,-19.05391514,15.167026,39.4,173.0421,0,74.438,81.92,0.0121,2.74,0.007,0.163490238,0.0,0.471962617,0.190334572,0.1747905529670631,-2114.98458054,1592.53773,0.0,0.0,0.0,1.0
86ac80c87ffffff,-19.29474487,16.29613723,39.88,128.0997,0,185.354,42.85,0.0231,6.97,0.0,0.120981304,0.0,0.237898394,0.504832714,0.1948740123362317,-2141.71668057,1711.09440915,0.0,0.0,0.0,1.0
86ac82c0fffffff,-18.48324481,16.83480591,40.28,258.3389,0,261.205,136.7,0.0073,6.16,0.0,0.244168528,0.0,0.800143781,0.444609665,0.0283077185649584,-2051.6401739099997,1767.65462055,0.0,0.0,0.0,1.0
86ac82d4fffffff,-18.61444236,16.73544663,40.21,72.7774,0,246.696,119.15,0.0084,5.35,0.0,0.068654504,0.0,0.695003595,0.384386617,0.06007223077312,-2066.2031019600004,1757.2218961499998,0.0,0.0,0.0,1.0
86ac81ab7ffffff,-19.21917388,14.41130071,39.01,312.4581,1,9.237,155.86,0.0064,2.67,0.5402,0.295357372,0.5,0.914929307,0.185130112,0.057528015657673,-2133.3283006799998,1513.1865745500002,0.0,0.0,0.0,1.0
86ac80517ffffff,-19.10995385,16.2794748,39.91,186.4099,0,185.866,47.64,0.0208,5.42,0.0,0.17613422,0.0,0.266594776,0.389591078,0.1349463022264665,-2121.20487735,1709.344854,4.0,0.0,0.0,1.0
86ac814b7ffffff,-18.7468149,15.14104184,39.44,163.66,0,88.476,101.86,0.0098,4.58,0.0027,0.154616144,0.0,0.59142104,0.327137546,0.2130215120221499,-2080.8964539,1589.8093932,0.0,0.0,0.0,1.0
86ac8631fffffff,-19.27353033,16.62869262,40.04,288.9382,0,220.383,77.87,0.0128,2.94,0.0,0.273110988,0.0,0.447699497,0.205204461,0.0624439026952232,-2139.36186663,1746.0127251,0.0,0.0,0.0,1.0
86ac81ca7ffffff,-19.21051473,15.12516522,39.35,194.3163,0,64.856,81.45,0.0122,5.88,0.0133,0.183612518,0.0,0.469146897,0.423791822,0.1513652829895236,-2132.36713503,1588.1423481,0.0,0.0,0.0,1.0
86ac81547ffffff,-18.97760148,14.8853812,39.28,410.486,0,51.523,112.61,0.0088,1.88,0.0322,0.38807742,0.0,0.655823149,0.126394052,0.1501880330895416,-2106.51376428,1562.9650259999999,0.0,0.0,0.0,1.0
86ac800afffffff,-19.13750381,15.83763213,39.7,300.9151,0,139.592,22.0,0.0444,4.59,0.0001,0.284439383,0.0,0.112988258,0.327881041,0.1929501351522474,-2124.26292291,1662.9513736499998,4.0,0.0,0.0,1.0
86ac800c7ffffff,-19.08271066,15.72200471,39.65,287.9598,0,129.108,32.57,0.0302,3.66,0.0002,0.272185565,0.0,0.176312006,0.258736059,0.2406256466989836,-2118.18088326,1650.81049455,4.0,0.0,0.0,1.0
86ac800a7ffffff,-19.16488741,15.89550447,39.72,1046.9443,0,145.031,18.28,0.0532,0.93,0.0001,0.990073833,0.0,0.090702133,0.055762082,0.1346913526999489,-2127.30250251,1669.0279693500001,0.0,0.0,0.0,1.0
86ac80427ffffff,-19.0553536,16.16337494,39.86,55.3084,0,174.992,41.83,0.0236,4.82,0.0,0.052131387,0.0,0.231787683,0.344981413,0.2196547455043092,-2115.1442496,1697.1543687,0.0,0.0,0.0,1.0
86ac86077ffffff,-19.38238557,16.86226307,40.12,345.4267,0,244.54,102.3,0.0097,4.41,0.0,0.326540843,0.0,0.594057033,0.314498141,0.0475936260563253,-2151.44479827,1770.53762235,0.0,0.0,0.0,1.0
