Grid ID,Latitude,Longitude,Area Sq Km,Road Density,Waterhole Count 10km,Distance to Water km,Distance to Gate km,Patrol Proxy,Response Time Min,Vegetation Proxy,Normalized Road Density,Normalized Waterhole Count 10km,Normalized Distance to Gate km,Normalized Response Time Min,DVI,pos_y,pos_x,Staff,Drones,Cameras,Is_Covered
86ac814dfffffff,-18.63685137,14.91192126,39.35,159.7224,0,75.295,128.38,0.0078,2.59,0.0066,0.150891751,0.0,0.750299545,0.179182156,0.1254347549622989,-2068.6905020699996,1565.7517323,0.0,0.0,0.0,1.0
86ac8106fffffff,-19.09676076,14.40135862,39.03,345.5398,1,4.708,158.6,0.0063,2.14,0.7306,0.326647819,0.5,0.931344357,0.145724907,0.1111385283339421,-2119.74044436,1512.1426551,0.0,0.0,0.0,1.0
86ac81507ffffff,-18.99887112,15.05220191,39.35,140.1985,0,65.411,95.41,0.0104,3.49,0.0128,0.132424999,0.0,0.552779775,0.246096654,0.2550362887559962,-2108.87469432,1580.48120055,0.0,0.0,0.0,1.0
86ac802afffffff,-18.94558151,15.43362375,39.54,8.1861,0,104.845,64.13,0.0155,5.57,0.0009,0.007560587,0.0,0.365384615,0.400743494,0.3604552731716408,-2102.95954761,1620.53049375,0.0,0.0,0.0,1.0
86ac80347ffffff,-19.17033286,15.28725288,39.43,84.868,0,82.457,65.76,0.0151,5.9,0.0041,0.080090443,0.0,0.375149772,0.42527881,0.3784003490954675,-2127.9069474599996,1605.1615524000001,0.0,0.0,0.0,1.0
86ac80387ffffff,-19.06193874,15.55418059,39.58,121.4868,0,112.833,46.11,0.0215,3.59,0.0005,0.114726469,0.0,0.257428708,0.253531599,0.2458151371827344,-2115.87520014,1633.18896195,4.0,0.0,0.0,1.0
86ac82d87ffffff,-18.52970296,17.06223022,40.38,465.2915,0,282.316,151.95,0.0066,2.27,0.0,0.439915403,0.0,0.891504913,0.155390335,0.0024867884155662,-2056.7970285600004,1791.5341731,0.0,0.0,0.0,1.0
86ac8662fffffff,-18.97757763,16.88055033,40.21,161.1659,0,250.721,111.25,0.0089,3.66,0.0,0.152257091,0.0,0.647675533,0.258736059,0.0297437367299558,-2106.51111693,1772.45778465,0.0,0.0,0.0,1.0
86ac82d37ffffff,-18.68817503,17.02117944,40.33,170.8694,0,272.703,138.66,0.0072,5.63,0.0,0.161435182,0.0,0.811885933,0.405204461,0.0074355250941622,-2074.38742833,1787.2238412000002,0.0,0.0,0.0,1.0
86ac86217ffffff,-19.15021203,16.61737715,40.06,112.2147,0,220.422,79.01,0.0126,7.59,0.0,0.105956419,0.0,0.454529116,0.550929368,0.1285052443133175,-2125.67353533,1744.82460075,0.0,0.0,0.0,1.0
86ac82927ffffff,-18.96515433,16.60042837,40.09,293.5281,0,222.072,84.94,0.0117,3.73,0.0,0.277452362,0.0,0.490055116,0.26394052,0.0915055311807886,-2105.13213063,1743.04497885,0.0,0.0,0.0,1.0
86ac864cfffffff,-18.9548714,17.21395421,40.37,100.363,0,285.729,145.33,0.0069,10.98,0.0,0.094746445,0.0,0.851845195,0.802973978,0.0063081410442362,-2103.9907254,1807.46519205,0.0,0.0,0.0,1.0
86ac82d27ffffff,-18.72290684,16.96857351,40.3,230.52,0,266.293,131.93,0.0076,1.24,0.0,0.21785592,0.0,0.771567218,0.078810409,0.0089153902605912,-2078.24265924,1781.7002185499998,0.0,0.0,0.0,1.0
86ac81cafffffff,-19.18296678,15.06771803,39.33,120.4057,0,60.132,87.93,0.0113,4.94,0.0182,0.113703906,0.0,0.507967889,0.353903346,0.3222412538563882,-2129.30931258,1582.11039315,0.0,0.0,0.0,1.0
86ac8292fffffff,-18.93794469,16.54222328,40.06,175.1064,0,216.759,81.18,0.0122,2.26,0.0,0.165442764,0.0,0.467529355,0.15464684,0.0565925042304725,-2102.1118605899997,1736.9334444,0.0,0.0,0.0,1.0
86ac81177ffffff,-19.24097594,14.57760507,39.08,205.7878,1,9.198,138.25,0.0072,4.15,0.5416,0.194462878,0.5,0.809429667,0.295167286,0.0703166655900488,-2135.74832934,1530.64853235,0.0,0.0,0.0,1.0
86ac8386fffffff,-18.62390779,15.13066914,39.46,260.8359,0,94.881,111.78,0.0089,3.51,0.0018,0.246530325,0.0,0.650850707,0.247583643,0.1476492677961448,-2067.25376469,1588.7202597,0.0,0.0,0.0,1.0
86ac95aefffffff,-18.58379382,17.17901597,40.42,44.0035,0,292.046,158.9,0.0063,6.42,0.0,0.041438606,0.0,0.933141625,0.46394052,0.0036185396203996,-2062.80111402,1803.7966768499998,0.0,0.0,0.0,1.0
86ac866a7ffffff,-18.87361837,17.03849599,40.3,350.435,0,269.321,130.98,0.0076,1.96,0.0,0.331277962,0.0,0.765875869,0.132342007,0.0101437165063996,-2094.97163907,1789.0420789500001,0.0,0.0,0.0,1.0
86ac83b27ffffff,-18.63041409,15.02125016,39.41,151.6567,0,84.862,119.81,0.0083,2.46,0.0035,0.143262779,0.0,0.698957584,0.169516729,0.1511963161651217,-2067.97596399,1577.2312668,0.0,0.0,0.0,1.0
86ac82c47ffffff,-18.49084447,16.72409788,40.23,207.2251,0,249.917,127.84,0.0078,3.08,0.0,0.195822354,0.0,0.747064462,0.215613383,0.023899839504046,-2052.4837361699997,1756.0302774,0.0,0.0,0.0,1.0
86ac82d97ffffff,-18.49487827,17.1148119,40.41,54.8932,0,288.854,158.71,0.0063,7.35,0.0,0.051738668,0.0,0.932003355,0.533085502,0.0046608662130053,-2052.93148797,1797.0552495,0.0,0.0,0.0,1.0
86ac82dafffffff,-18.56449688,17.00965164,40.35,114.0078,0,275.792,145.2,0.0069,6.9,0.0,0.107652429,0.0,0.851066379,0.499628253,0.0178850956649193,-2060.65915368,1786.0134222000002,0.0,0.0,0.0,1.0
86ac80ccfffffff,-19.24698498,16.06935503,39.78,241.502,0,161.976,20.97,0.0466,4.45,0.0,0.228243285,0.0,0.106817637,0.317472119,0.2284338249157259,-2136.41533278,1687.2822781500001,0.0,0.0,0.0,1.0
86ac86627ffffff,-19.00471819,16.93894377,40.23,147.49,0,256.247,116.05,0.0086,4.48,0.0,0.139321691,0.0,0.676431824,0.319702602,0.0355121653169785,-2109.5237190899998,1778.5890958500001,0.0,0.0,0.0,1.0
86ac80117ffffff,-19.34941903,15.91181499,39.69,61.4886,0,144.76,3.14,0.2746,5.3,0.0001,0.057976951,0.0,0.0,0.380669145,0.3242980771284748,-2147.78551233,1670.74057395,0.0,0.0,0.0,1.0
86ac80d97ffffff,-19.41093065,16.41809998,39.91,414.2566,0,197.898,56.19,0.0176,1.86,0.0,0.391643856,0.0,0.317816918,0.124907063,0.0818838100470849,-2154.61330215,1723.9004979000001,0.0,0.0,0.0,1.0
86ac80db7ffffff,-19.47250613,16.42370101,39.9,159.1298,0,198.689,58.22,0.017,3.29,0.0,0.150331238,0.0,0.329978433,0.231226766,0.1229147339680774,-2161.44818043,1724.4886060499998,0.0,0.0,0.0,1.0
86ac806cfffffff,-18.62455777,15.62681859,39.69,337.4871,0,138.377,82.83,0.012,1.64,0.0001,0.319031143,0.0,0.47741433,0.108550186,0.1053161987296863,-2067.32591247,1640.81595195,4.0,0.0,0.0,1.0
86ac83867ffffff,-18.65136519,15.18801267,39.48,31.0609,0,98.593,105.35,0.0094,6.67,0.0014,0.0291968,0.0,0.61232926,0.482527881,0.3287267370158259,-2070.30153609,1594.74133035,0.0,0.0,0.0,1.0
86ac81767ffffff,-18.84579998,14.49047798,39.11,82.6752,0,28.519,156.67,0.0064,6.27,0.1494,0.078016375,0.0,0.919781931,0.452788104,0.2853403956681858,-2091.88379778,1521.5001879,4.0,0.0,0.0,1.0
86ac80677ffffff,-18.80922068,15.64284204,39.67,146.2927,0,130.804,63.22,0.0157,3.86,0.0002,0.13818922,0.0,0.359932902,0.273605948,0.2263264482413564,-2087.82349548,1642.4984142,0.0,0.0,0.0,1.0
86ac800e7ffffff,-19.14421225,15.72738286,39.64,242.7138,0,128.083,26.74,0.0367,3.1,0.0002,0.22938947,0.0,0.141385095,0.217100372,0.1734931719916134,-2125.00755975,1651.3752003,0.0,0.0,0.0,1.0
86ac81587ffffff,-18.86968428,15.15142651,39.43,172.9514,0,81.45,92.9,0.0107,2.25,0.0044,0.163404449,0.0,0.537742631,0.153903346,0.1546662340326931,-2094.53495508,1590.89978355,0.0,0.0,0.0,1.0
86ac8396fffffff,-18.77428785,15.19842205,39.46,114.703,0,91.421,95.27,0.0104,6.37,0.0023,0.108309987,0.0,0.55194105,0.460223048,0.3035827862758796,-2083.94595135,1595.83431525,0.0,0.0,0.0,1.0
86ac818e7ffffff,-19.42461904,14.59269605,39.05,137.9295,1,8.016,136.64,0.0073,4.11,0.586,0.130278857,0.5,0.799784328,0.292193309,0.1393173771965446,-2156.13271344,1532.2330852500002,0.0,0.0,0.0,1.0
86ac81137ffffff,-19.26265595,14.74417073,39.16,119.4277,0,25.552,120.62,0.0083,4.6,0.182,0.112778861,0.0,0.703810208,0.328624535,0.3354238447098089,-2138.15481045,1548.13792665,0.0,0.0,0.0,1.0
86ac81cb7ffffff,-19.17668526,15.17744069,39.38,173.8145,0,71.226,76.78,0.0129,7.04,0.0087,0.164220815,0.0,0.441169422,0.510037175,0.1869280926630812,-2128.61206386,1593.6312724499999,0.0,0.0,0.0,1.0
86ac866c7ffffff,-18.7922771,16.86337152,40.24,96.5564,0,253.534,118.47,0.0084,5.9,0.0,0.091145958,0.0,0.690929787,0.42527881,0.0411124729745022,-2085.9427581,1770.6540096,0.0,0.0,0.0,1.0
86ac86acfffffff,-19.43822131,16.4763585,39.93,348.5138,0,204.074,62.74,0.0158,0.77,0.0,0.329460788,0.0,0.357057273,0.043866171,0.062350368350333,-2157.64256541,1730.0176425,0.0,0.0,0.0,1.0
86ac814f7ffffff,-18.72576875,14.97427706,39.37,173.7186,0,74.932,117.29,0.0085,2.77,0.0068,0.164130108,0.0,0.683860532,0.192565056,0.1137133150513539,-2078.56033125,1572.2990913,0.0,0.0,0.0,1.0
86ac8039fffffff,-19.00045769,15.54885788,39.59,144.559,0,114.624,51.15,0.0194,5.95,0.0005,0.136549393,0.0,0.287622813,0.428996283,0.2886732992958556,-2109.05080359,1632.6300774,0.0,0.0,0.0,1.0
86ac8624fffffff,-19.13724024,16.33758233,39.93,173.1172,0,191.438,51.66,0.0192,4.03,0.0,0.163561271,0.0,0.290678169,0.286245353,0.1221428517920981,-2124.23366664,1715.44614465,0.0,0.0,0.0,1.0
86ac862dfffffff,-18.97241014,16.48966528,40.03,483.9849,0,210.508,74.46,0.0133,1.18,0.0,0.457596624,0.0,0.427270549,0.074349442,0.0462089405736926,-2105.93752554,1731.4148544,0.0,0.0,0.0,1.0
86ac814efffffff,-18.73213358,14.86494298,39.31,354.3056,0,64.908,126.54,0.0079,1.86,0.0132,0.334938983,0.0,0.7392763,0.124907063,0.1090410340734885,-2079.26682738,1560.8190129,0.0,0.0,0.0,1.0
86ac801afffffff,-19.28791931,15.90637501,39.7,357.4922,0,144.528,4.96,0.183,6.08,0.0001,0.33795304,0.0,0.010903427,0.43866171,0.2304447315923176,-2140.95904341,1670.16937605,0.0,0.0,0.0,1.0
86ac86277ffffff,-19.19178497,16.45391216,39.97,181.5132,0,202.817,61.21,0.0162,2.71,0.0,0.171502659,0.0,0.347891205,0.188104089,0.0721536289770589,-2130.28813167,1727.6607768000001,0.0,0.0,0.0,1.0
86ac80367ffffff,-19.23172708,15.29249858,39.42,149.7714,0,81.348,63.72,0.0156,5.82,0.0044,0.141479561,0.0,0.362928349,0.419330855,0.3226859877036137,-2134.7217058799997,1605.7123509,0.0,0.0,0.0,1.0
86ac8051fffffff,-19.08265827,16.22140564,39.89,365.3589,0,180.381,44.31,0.0223,2.52,0.0,0.345393787,0.0,0.246645099,0.173977695,0.129336643091111,-2118.17506797,1703.2475922,0.0,0.0,0.0,1.0
86ac8600fffffff,-19.34789328,16.91499703,40.15,467.9731,0,250.129,107.71,0.0092,4.0,0.0,0.442451804,0.0,0.626467769,0.28401487,0.0246457065560724,-2147.61615408,1776.07468815,0.0,0.0,0.0,1.0
86ac8170fffffff,-18.77840312,14.59451809,39.18,153.8427,0,40.709,149.35,0.0067,3.52,0.0663,0.145330415,0.0,0.875928589,0.248327138,0.1047452792012387,-2084.40274632,1532.42439945,0.0,0.0,0.0,1.0
86ac81087ffffff,-18.95621007,14.71881701,39.2,312.1228,0,39.557,129.92,0.0077,3.01,0.0716,0.295040227,0.0,0.759525521,0.210408922,0.1085153346181422,-2104.13931777,1545.4757860500001,0.0,0.0,0.0,1.0
86ac860b7ffffff,-19.27135114,17.13177988,40.27,124.0295,0,273.206,130.67,0.0076,7.63,0.0,0.117131491,0.0,0.764018692,0.553903346,0.0230708574236991,-2139.11997654,1798.8368874,0.0,0.0,0.0,1.0
86ac86067ffffff,-19.4168458,16.80953257,40.09,248.7235,0,239.013,97.07,0.0102,2.72,0.0,0.235073767,0.0,0.562724659,0.188847584,0.0436925086057603,-2155.2698838,1765.0009198499997,0.0,0.0,0.0,1.0
86ac82b9fffffff,-18.52054029,16.28206315,40.02,133.2216,0,205.346,98.64,0.0101,3.63,0.0,0.125825872,0.0,0.572130362,0.256505576,0.0950790515791121,-2055.77997219,1709.6166307499998,0.0,0.0,0.0,1.0
86ac86297ffffff,-19.01954531,16.7169519,40.13,13.3048,0,232.94,93.51,0.0106,7.15,0.0,0.012402128,0.0,0.541397076,0.518215613,0.1118787850866042,-2111.16952941,1755.2799495000002,0.0,0.0,0.0,1.0
86ac81707ffffff,-18.80598602,14.65158672,39.2,377.3316,0,42.368,142.61,0.007,2.68,0.0593,0.356718209,0.0,0.835549964,0.185873606,0.0785190643977977,-2087.4644482199997,1538.4166056,0.0,0.0,0.0,1.0
86ac818efffffff,-19.39693533,14.53550774,39.03,369.0637,1,2.043,142.44,0.007,3.0,0.8727,0.348897986,0.5,0.834531512,0.209665428,0.1198565538789499,-2153.05982163,1526.2283127,0.0,0.0,0.0,1.0
86ac82d8fffffff,-18.50264345,17.00389271,40.36,368.8023,0,277.443,148.83,0.0067,2.0,0.0,0.34865074,0.0,0.872813324,0.135315985,0.0012092067683472,-2053.79342295,1785.40873455,0.0,0.0,0.0,1.0
86ac82167ffffff,-18.5132216,16.39245074,40.07,156.3032,0,216.387,104.74,0.0095,3.52,0.0,0.147657688,0.0,0.608674814,0.248327138,0.0611097824225947,-2054.9675976000003,1721.2073277000002,4.0,0.0,0.0,1.0
86ac810afffffff,-18.98991923,14.66671771,39.17,6.571,0,33.194,134.02,0.0074,6.85,0.1094,0.006032938,0.0,0.784088186,0.495910781,0.3970778509595331,-2107.8810345300003,1540.00535955,4.0,3.0,0.0,1.0
86ac8216fffffff,-18.48602362,16.33447072,40.05,148.439,0,211.949,104.47,0.0095,5.69,0.0,0.140219306,0.0,0.607057273,0.409665428,0.0808209318011049,-2051.94862182,1715.1194255999999,0.0,0.0,0.0,1.0
86ac86787ffffff,-18.96251236,17.10274255,40.32,302.935,0,274.044,133.9,0.0074,3.16,0.0,0.286349913,0.0,0.783369279,0.221561338,0.0174585644193085,-2104.8388719600002,1795.7879677499998,0.0,0.0,0.0,1.0
86ac82d2fffffff,-18.69580471,16.91023585,40.28,284.5512,0,261.26,128.3,0.0078,3.86,0.0,0.268961528,0.0,0.749820273,0.273605948,0.0203024057124085,-2075.2343228100003,1775.57476425,0.0,0.0,0.0,1.0
86ac82907ffffff,-18.90344759,16.59478527,40.09,72.7425,0,223.04,87.9,0.0113,5.01,0.0,0.068621494,0.0,0.507788162,0.359107807,0.1132509837519606,-2098.28268249,1742.4524533499998,0.0,0.0,0.0,1.0
86ac80c17ffffff,-19.39055864,16.24909941,39.84,173.6022,0,180.133,38.31,0.0258,6.64,0.0,0.16402001,0.0,0.210699736,0.480297398,0.122287821843646,-2152.3520090399998,1706.15543805,0.0,0.0,0.0,1.0
86ac800f7ffffff,-19.11011152,15.77979885,39.68,223.3726,0,134.28,26.95,0.0364,3.62,0.0001,0.211095526,0.0,0.142643182,0.255762082,0.2111338215329153,-2121.22237872,1656.87887925,0.0,0.0,0.0,1.0
86ac806efffffff,-18.68612155,15.63215666,39.69,163.3007,0,135.555,76.24,0.013,1.69,0.0001,0.154276299,0.0,0.43793434,0.112267658,0.1107035147966385,-2074.1594920499997,1641.3764492999999,0.0,0.0,0.0,1.0
86ac86a87ffffff,-19.4856698,16.70408232,40.03,248.744,0,228.159,87.21,0.0114,6.51,0.0,0.235093157,0.0,0.503654445,0.47063197,0.0461509419300703,-2162.9093478,1753.9286436000002,0.0,0.0,0.0,1.0
86ac802b7ffffff,-18.93896653,15.54353823,39.6,229.0292,0,116.058,56.57,0.0175,4.44,0.0004,0.216445841,0.0,0.320093458,0.316728625,0.2124534467187928,-2102.22528483,1632.07151415,0.0,0.0,0.0,1.0
86ac83db7ffffff,-18.41876039,15.94053182,39.88,43.172,0,178.487,100.98,0.0099,13.63,0.0,0.040652128,0.0,0.586149053,1.0,0.2245108176906499,-2044.4824032899999,1673.7558411,0.0,0.0,0.0,1.0
86ac81447ffffff,-18.8273394,14.81794362,39.27,157.5059,0,55.034,125.75,0.0079,5.59,0.0255,0.148795266,0.0,0.734543494,0.402230483,0.1837197528629397,-2089.8346734,1555.8840801,0.0,0.0,0.0,1.0
86ac81187ffffff,-19.10641958,14.78617287,39.21,99.1774,0,35.053,118.64,0.0084,7.64,0.0966,0.093625041,0.0,0.691948239,0.55464684,0.4055674132083877,-2120.8125733800002,1552.54815135,4.0,3.0,0.0,1.0
86ac83807ffffff,-18.61068767,15.34977457,39.57,242.4423,0,115.065,97.82,0.0102,7.39,0.0005,0.229132671,0.0,0.567217829,0.53605948,0.1593777060307239,-2065.78633137,1611.72632985,0.0,0.0,0.0,1.0
86ac86207ffffff,-19.18464355,16.56475375,40.03,279.9281,0,214.491,72.72,0.0137,0.36,0.0,0.264588752,0.0,0.416846393,0.0133829,0.0429226402393078,-2129.49543405,1739.2991437500002,0.0,0.0,0.0,1.0
86ac86347ffffff,-19.3150253,16.46512886,39.95,155.7405,0,202.986,60.45,0.0164,2.32,0.0,0.147125456,0.0,0.343338126,0.159107807,0.095503053102739,-2143.9678083,1728.8385303,4.0,0.0,0.0,1.0
86ac80c97ffffff,-19.26045707,16.34872459,39.91,124.9853,0,191.114,48.81,0.0203,3.93,0.0,0.118035538,0.0,0.273604122,0.278810409,0.1550824439790933,-2137.91073477,1716.61608195,0.0,0.0,0.0,1.0
86ac82d1fffffff,-18.59925994,16.95707626,40.32,126.9389,0,269.283,138.45,0.0072,3.65,0.0,0.119883357,0.0,0.810627846,0.257992565,0.0197930613624968,-2064.51785334,1780.4930073,0.0,0.0,0.0,1.0
86ac813b7ffffff,-18.94070869,14.44344519,39.07,154.2816,0,16.928,158.11,0.0063,4.5,0.3235,0.14574555,0.0,0.928408819,0.321189591,0.2072105945916954,-2102.41866459,1516.56174495,0.0,0.0,0.0,1.0
86ac82da7ffffff,-18.59156238,17.06800773,40.37,104.458,0,280.645,148.56,0.0067,7.23,0.0,0.098619716,0.0,0.871195782,0.524163569,0.0157418275811013,-2063.6634241799998,1792.1408116500002,0.0,0.0,0.0,1.0
86ac8626fffffff,-19.19885405,16.34315185,39.92,224.7993,0,191.154,49.79,0.0199,1.26,0.0,0.212444975,0.0,0.279475198,0.080297398,0.0866002431609208,-2131.07279955,1716.0309442500002,0.0,0.0,0.0,1.0
86ac81737ffffff,-18.83356216,14.70869601,39.22,372.1853,0,44.989,135.87,0.0073,4.09,0.0498,0.351850563,0.0,0.79517134,0.29070632,0.168720630689479,-2090.52539976,1544.41308105,0.0,0.0,0.0,1.0
86ac803b7ffffff,-19.08937162,15.61187533,39.6,459.1948,0,117.743,39.55,0.025,3.11,0.0004,0.434148817,0.0,0.218128445,0.217843866,0.1984447116558666,-2118.92024982,1639.24690965,4.0,0.0,0.0,1.0
86ac8141fffffff,-18.78717537,14.97941586,39.36,338.9798,0,72.155,113.08,0.0088,2.91,0.0081,0.320443019,0.0,0.658638869,0.202973978,0.1525698274467798,-2085.37646607,1572.8386653,0.0,0.0,0.0,1.0
86ac8620fffffff,-19.15740082,16.50651219,40.0,169.4475,0,208.75,67.56,0.0147,6.16,0.0,0.160090272,0.0,0.385933381,0.444609665,0.1130193343146798,-2126.47149102,1733.18377995,0.0,0.0,0.0,1.0
86ac807afffffff,-18.85712493,15.86838292,39.77,288.0624,0,151.415,52.38,0.0189,5.37,0.0,0.27228261,0.0,0.294991613,0.385873606,0.1913399059885041,-2093.14086723,1666.1802066,0.0,0.0,0.0,1.0
86ac814c7ffffff,-18.69825931,14.91703879,39.34,223.4024,0,71.555,123.98,0.008,4.31,0.0085,0.211123712,0.0,0.723939612,0.307063197,0.093290563834814,-2075.50678341,1566.28907295,0.0,0.0,0.0,1.0
86ac8634fffffff,-19.28774599,16.40690761,39.93,372.6139,0,197.02,54.51,0.0182,3.84,0.0,0.352255956,0.0,0.307752217,0.272118959,0.0733556118070219,-2140.9398048900002,1722.72529905,0.0,0.0,0.0,1.0
86ac801b7ffffff,-19.2811621,16.0168368,39.75,135.9015,0,156.159,14.38,0.0672,3.78,0.0,0.128360665,0.0,0.067337647,0.267657993,0.2287820135418096,-2140.2089931,1681.767864,0.0,0.0,0.0,1.0
86ac8025fffffff,-18.95860016,15.21405867,39.44,155.7017,0,82.765,82.11,0.0121,5.14,0.004,0.147088757,0.0,0.473100887,0.368773234,0.2289083862396666,-2104.40461776,1597.47616035,0.0,0.0,0.0,1.0
86ac86ad7ffffff,-19.43116942,16.5873362,39.98,212.643,0,215.706,74.09,0.0134,2.9,0.0,0.200946894,0.0,0.425053918,0.202230483,0.055528506083759,-2156.85980562,1741.6703009999999,0.0,0.0,0.0,1.0
86ac83967ffffff,-18.80175341,15.25584215,39.49,181.4913,0,94.76,88.7,0.0112,4.16,0.0018,0.171481945,0.0,0.512580877,0.295910781,0.1360028561357191,-2086.99462851,1601.86342575,0.0,0.0,0.0,1.0
86ac8009fffffff,-19.04181318,15.88464646,39.74,299.8918,0,146.81,31.9,0.0309,3.14,0.0001,0.283471491,0.0,0.172298107,0.220074349,0.157372311111917,-2113.6412629799997,1667.8878783,0.0,0.0,0.0,1.0
86ac80717ffffff,-18.91869775,15.87380098,39.76,179.2804,0,149.82,45.55,0.0217,2.71,0.0,0.169390757,0.0,0.254073808,0.188104089,0.1723875660289484,-2099.97545025,1666.7491029,0.0,0.0,0.0,1.0
86ac82c07ffffff,-18.51033798,16.89305065,40.31,475.3043,0,266.052,139.25,0.0072,1.03,0.0,0.449386046,0.0,0.815420561,0.063197026,0.005491858420415,-2054.64751578,1773.77031825,0.0,0.0,0.0,1.0
86ac8672fffffff,-19.12821103,16.95045006,40.21,170.7214,0,255.507,113.71,0.0088,1.85,0.0,0.161295195,0.0,0.662413132,0.124163569,0.0117430364512583,-2123.2314243299998,1779.7972563,0.0,0.0,0.0,1.0
86ac80087ffffff,-19.10335552,15.8900739,39.73,180.7423,0,145.763,25.08,0.0391,5.33,0.0001,0.1707735,0.0,0.131440211,0.382899628,0.1630861681699465,-2120.4724627200003,1668.4577595,0.0,0.0,0.0,1.0
86ac81577ffffff,-19.00515724,14.94267081,39.3,159.9899,0,54.891,105.9,0.0094,5.68,0.0257,0.151144767,0.0,0.615624251,0.408921933,0.2822896627625496,-2109.57245364,1568.9804350499999,0.0,0.0,0.0,1.0
86ac80597ffffff,-18.97959427,16.37898308,39.98,151.5185,0,198.97,64.41,0.0154,3.64,0.0,0.143132062,0.0,0.367062066,0.257249071,0.1124598665936097,-2106.73496397,1719.7932234000002,0.0,0.0,0.0,1.0
86ac86307ffffff,-19.335173,16.63435525,40.03,189.6038,0,220.682,78.21,0.0127,2.81,0.0,0.179155182,0.0,0.449736401,0.195539033,0.0500247902571493,-2146.2042030000002,1746.6073012499999,0.0,0.0,0.0,1.0
86ac86287ffffff,-19.05405687,16.66433621,40.1,463.6008,0,226.831,86.96,0.0114,2.98,0.0,0.438316248,0.0,0.502156722,0.208178439,0.0384378680519048,-2115.00031257,1749.7553020499997,0.0,0.0,0.0,1.0
86ac81397ffffff,-18.87944946,14.43846882,39.08,37.7852,0,22.878,160.61,0.0062,6.54,0.2176,0.035557004,0.0,0.943386053,0.472862454,0.3227397324324461,-2095.61889006,1516.0392261000002,0.0,0.0,0.0,1.0
86ac80187ffffff,-19.25378991,15.95886803,39.73,198.2566,0,150.344,11.11,0.0861,5.45,0.0,0.187339465,0.0,0.047747424,0.391821561,0.2907328258670149,-2137.1706800099996,1675.68114315,0.0,0.0,0.0,1.0
86ac83987ffffff,-18.63136391,15.51698597,39.64,162.9368,0,128.108,86.71,0.0115,4.73,0.0002,0.153932103,0.0,0.500658998,0.338289963,0.17513845608646,-2068.08139401,1629.28352685,4.0,0.0,0.0,1.0
